4252.3	1749.5	4260.1	1755.9
4260.1	1755.9	4267.9	1762.3
4267.9	1762.3	4275.7	1768.7
4275.7	1768.7	4283.6	1775.1
4283.6	1775.1	4291.3	1781.5
4291.3	1781.5	4298.9	1788.2
4298.9	1788.2	4306.4	1794.9
4306.4	1794.9	4314	1801.6
4314	1801.6	4321.5	1808.3
4321.5	1808.3	4329.1	1815
4329.1	1815	4336.7	1821.7
4336.7	1821.7	4344.2	1828.4
4344.2	1828.4	4351.7	1835.2
4351.7	1835.2	4359.2	1841.9
4359.2	1841.9	4366.9	1848.3
4366.9	1848.3	4375.1	1854.3
4375.1	1854.3	4383.4	1860
4383.4	1860	4391.7	1865.8
4391.7	1865.8	4399.9	1871.6
4399.9	1871.6	4408.1	1877.6
4408.1	1877.6	4416.2	1883.6
4416.2	1883.6	4424.3	1889.6
4424.3	1889.6	4432.3	1895.7
4432.3	1895.7	4440.4	1901.7
4440.4	1901.7	4448.7	1907.5
4448.7	1907.5	4457.1	1913.1
4457.1	1913.1	4465.5	1918.6
4465.5	1918.6	4473.9	1924.2
4473.9	1924.2	4482.3	1929.9
4482.3	1929.9	4490.7	1935.4
4490.7	1935.4	4499.2	1940.8
4499.2	1940.8	4507.8	1946.1
4507.8	1946.1	4516.4	1951.4
4516.4	1951.4	4524.9	1956.8
4524.9	1956.8	4533.5	1962.2
4533.5	1962.2	4542	1967.6
4542	1967.6	4550.5	1973
4550.5	1973	4559	1978.4
4559	1978.4	4567.6	1983.8
4567.6	1983.8	4576.1	1989.2
4576.1	1989.2	4584.6	1994.6
4584.6	1994.6	4593.1	2000
4593.1	2000	4601.7	2005.4
4601.7	2005.4	4610.2	2010.8
4610.2	2010.8	4618.7	2016.2
4618.7	2016.2	4627.2	2021.6
4627.2	2021.6	4635.7	2027.1
4635.7	2027.1	4644.2	2032.5
4644.2	2032.5	4652.7	2038
4652.7	2038	4661.2	2043.4
4661.2	2043.4	4669.7	2048.9
4669.7	2048.9	4678.2	2054.3
4678.2	2054.3	4686.7	2059.7
4686.7	2059.7	4695.2	2065.2
4695.2	2065.2	4703.6	2070.7
4703.6	2070.7	4712	2076.4
4712	2076.4	4720.3	2082.1
4720.3	2082.1	4728.7	2087.7
4728.7	2087.7	4737	2093.4
4737	2093.4	4745.4	2099
4745.4	2099	4753.7	2104.7
4753.7	2104.7	4762.1	2110.3
4762.1	2110.3	4770.5	2115.9
4770.5	2115.9	4778.8	2121.6
4778.8	2121.6	4787.1	2127.4
4787.1	2127.4	4795.3	2133.2
4795.3	2133.2	4803.5	2139.1
4803.5	2139.1	4811.7	2145.1
4811.7	2145.1	4819.7	2151.1
4819.7	2151.1	4827.7	2157.3
4827.7	2157.3	4835.6	2163.6
4835.6	2163.6	4843.4	2170
4843.4	2170	4851.1	2176.6
4851.1	2176.6	4858.7	2183.2
4858.7	2183.2	4866.4	2189.8
4866.4	2189.8	4874	2196.3
4874	2196.3	4881.7	2202.8
4881.7	2202.8	4889.4	2209.4
4889.4	2209.4	4897.1	2215.9
4897.1	2215.9	4904.8	2222.4
4904.8	2222.4	4912.5	2229
4912.5	2229	4920.2	2235.5
4920.2	2235.5	4927.9	2242
4927.9	2242	4935.6	2248.5
4935.6	2248.5	4943.3	2255
4943.3	2255	4951.1	2261.5
4951.1	2261.5	4958.8	2268
4958.8	2268	4966.5	2274.5
4966.5	2274.5	4974.2	2281
4974.2	2281	4981.9	2287.5
4981.9	2287.5	4989.6	2294
4989.6	2294	4997.3	2300.5
4997.3	2300.5	5005	2307.1
5005	2307.1	5012.6	2313.7
5012.6	2313.7	5020.3	2320.3
5020.3	2320.3	5027.9	2326.8
5027.9	2326.8	5035.6	2333.4
5035.6	2333.4	5043.3	2340
5043.3	2340	5050.9	2346.5
5050.9	2346.5	5058.6	2353
5058.6	2353	5066.4	2359.5
5066.4	2359.5	5074.1	2366
5074.1	2366	5081.8	2372.5
5081.8	2372.5	5089.5	2379.1
5089.5	2379.1	5097.2	2385.6
5097.2	2385.6	5104.9	2392.1
5104.9	2392.1	5112.6	2398.6
5112.6	2398.6	5120.3	2405.1
5120.3	2405.1	5128	2411.6
5128	2411.6	5135.7	2418.1
5135.7	2418.1	5143.5	2424.7
5143.5	2424.7	5151.2	2431.2
5151.2	2431.2	5158.9	2437.7
5158.9	2437.7	5166.6	2444.2
5166.6	2444.2	5174.3	2450.7
5174.3	2450.7	5182	2457.2
5182	2457.2	5189.7	2463.7
5189.7	2463.7	5197.4	2470.3
5197.4	2470.3	5205.1	2476.8
5205.1	2476.8	5212.8	2483.3
5212.8	2483.3	5220.5	2489.8
5220.5	2489.8	5228.2	2496.3
5228.2	2496.3	5235.9	2502.8
5235.9	2502.8	5243.6	2509.4
5243.6	2509.4	5251.3	2515.9
5251.3	2515.9	5259	2522.4
5259	2522.4	5266.7	2528.9
5266.7	2528.9	5274.4	2535.4
5274.4	2535.4	5282.1	2541.9
5282.1	2541.9	5289.8	2548.5
5289.8	2548.5	5297.5	2555
5297.5	2555	5305.3	2561.5
5305.3	2561.5	5313	2568
5313	2568	5320.7	2574.5
5320.7	2574.5	5328.4	2581
5328.4	2581	5336.1	2587.6
5336.1	2587.6	5343.8	2594.1
5343.8	2594.1	5351.5	2600.6
5351.5	2600.6	5359.2	2607.1
5359.2	2607.1	5366.9	2613.6
5366.9	2613.6	5374.6	2620.1
5374.6	2620.1	5382.3	2626.6
5382.3	2626.6	5390	2633.1
5390	2633.1	5397.8	2639.6
5397.8	2639.6	5405.5	2646.1
5405.5	2646.1	5413.2	2652.6
5413.2	2652.6	5420.9	2659.1
